Region_Cod,Region_Nam,District_C,District_N,Ward_Code,Ward_Name,Division,SHAPE_Leng,SHAPE_Area
06,Pwani,01,Bagamoyo,171,Fukayose,,1.20762716081,0.04047699944
06,Pwani,01,Bagamoyo,181,Kerege,,0.45800532335,0.00718183651
06,Pwani,01,Bagamoyo,193,Pera,,0.79166953097,0.02440344041
06,Pwani,01,Bagamoyo,203,Msoga,,0.57653870687,0.01463661063
06,Pwani,01,Bagamoyo,211,Kimange,,1.04257139095,0.03447180213
06,Pwani,01,Bagamoyo,221,Mandera,,0.60705208871,0.01345386716
06,Pwani,02,Kibaha,011,Gwata,,0.54132717687,0.01575802860
06,Pwani,02,Kibaha,021,Dutumi,,0.80582149991,0.02573663372
06,Pwani,02,Kibaha,031,Magindu,,0.65633546258,0.02125512094
06,Pwani,02,Kibaha,041,Soga,,0.50905657171,0.00996543327
06,Pwani,02,Kibaha,051,Kikongo,,0.50176201729,0.00743037479
06,Pwani,02,Kibaha,061,Ruvu,,0.40375489456,0.00233659550
06,Pwani,02,Kibaha,073,Mlandizi,,0.39857883293,0.00687652072
06,Pwani,02,Kibaha,081,Kwala,,0.80851571901,0.01845400725
06,Pwani,02,Kibaha,093,Kilangalanga,,0.22924579017,0.00277508994
06,Pwani,02,Kibaha,103,Janga,,0.26538640584,0.00323077911
06,Pwani,02,Kibaha,111,Bokomnemela,,0.48530061375,0.00884591140
06,Pwani,03,Kisarawe,013,Kisarawe,,0.98846694834,0.01901890402
06,Pwani,03,Kisarawe,021,Msimbu,,0.68450465090,0.01251493808
06,Pwani,03,Kisarawe,031,Masaki,,0.63000564588,0.00997616809
06,Pwani,03,Kisarawe,041,Kibuta,,0.91238813047,0.02144909598
06,Pwani,03,Kisarawe,051,Marumbo,,1.19871515307,0.02565767628
06,Pwani,03,Kisarawe,063,Maneromango,,0.66573888739,0.01162915622
06,Pwani,03,Kisarawe,073,Msanga,,0.38758409844,0.00737189853
06,Pwani,03,Kisarawe,081,Marui,,1.09893833593,0.04666899513
06,Pwani,03,Kisarawe,091,Cholesamvula,,1.17984212813,0.05254806680
06,Pwani,03,Kisarawe,101,Vikumbulu,,1.24597341704,0.08213374131
06,Pwani,03,Kisarawe,111,Mafizi,,2.37822038165,0.07275701862
06,Pwani,03,Kisarawe,121,Kurui,,0.57905556574,0.01335417800
06,Pwani,03,Kisarawe,131,Mzenga,,0.63216822311,0.01711521723
06,Pwani,03,Kisarawe,141,Vihingo,,0.61565216034,0.01242811596
06,Pwani,03,Kisarawe,153,Kiluvya,,0.41237353349,0.00729157932
06,Pwani,04,Mkuranga,013,Mkuranga,,0.59389243175,0.01186446593
06,Pwani,04,Mkuranga,021,Tambani,,0.97119136010,0.01126357381
06,Pwani,04,Mkuranga,033,Vikindu,,0.61208676917,0.01047176534
06,Pwani,04,Mkuranga,041,Mbezi,,0.61815674227,0.01476776095
06,Pwani,04,Mkuranga,051,Shungubweni,,0.72785766723,0.01286802696
06,Pwani,04,Mkuranga,061,Kisiju,,1.01470908255,0.02185331953
06,Pwani,04,Mkuranga,071,Magawa,,0.49993038098,0.01135755763
06,Pwani,04,Mkuranga,081,Kitomondo,,0.35290144273,0.00389103156
06,Pwani,04,Mkuranga,091,Lukanga,,0.59822488895,0.01122919691
06,Pwani,04,Mkuranga,101,Nyamato,,0.76565524026,0.01931937224
06,Pwani,04,Mkuranga,113,Kimanzichana,,0.46568892370,0.00687363959
06,Pwani,04,Mkuranga,121,Mkamba,,0.71839386905,0.01891662247
06,Pwani,04,Mkuranga,131,Panzuo,,0.86891407004,0.02499526838
06,Pwani,04,Mkuranga,141,Bupu,,0.63604880221,0.01590654522
06,Pwani,04,Mkuranga,153,Mwarusembe,,0.42031372407,0.00751407251
06,Pwani,04,Mkuranga,161,Vianzi,,0.48644813154,0.01046542731
06,Pwani,04,Mkuranga,171,Njia nne,,0.59381260703,0.01145886310
06,Pwani,04,Mkuranga,181,Kiparang'anda,,0.37823138968,0.00649420552
06,Pwani,05,Rufiji,013,Ikwiriri,,0.61631952130,0.00829192141
06,Pwani,05,Rufiji,023,Mgomba,,0.45270335432,0.00831989106
06,Pwani,05,Rufiji,032,Umwe,,0.37880698677,0.00287685982
06,Pwani,05,Rufiji,043,Utete,,1.10610618838,0.03426648265
06,Pwani,05,Rufiji,051,Mkongo,,0.83475213859,0.03109905525
06,Pwani,05,Rufiji,061,Ngorongo,,1.51258846688,0.11215767321
06,Pwani,05,Rufiji,071,Mwaseni,,2.48395434275,0.31315195240
06,Pwani,05,Rufiji,083,Kibiti,,0.62750165353,0.01030716500
06,Pwani,05,Rufiji,093,Bungu,,0.74632622547,0.02222683256
06,Pwani,05,Rufiji,101,Mahege,,0.52720199868,0.01075010917
06,Pwani,05,Rufiji,111,Mchukwi,,0.88833058223,0.02220471993
06,Pwani,05,Rufiji,123,Chumbi,,1.21368754965,0.04532626890
06,Pwani,05,Rufiji,131,Mbwara,,1.58024109633,0.08769469452
06,Pwani,05,Rufiji,141,Mtunda,,3.36011224029,0.04125111050
06,Pwani,05,Rufiji,151,Ruaruke,,1.03145977595,0.01822974242
06,Pwani,05,Rufiji,161,Salale,,2.75259064119,0.00391281989
06,Pwani,05,Rufiji,171,Mbuchi,,1.22987232844,0.00603104755
06,Pwani,05,Rufiji,181,Kiongoroni,,2.42854114354,0.00405909071
06,Pwani,05,Rufiji,191,Maparoni,,2.85517332212,0.00420704274
06,Pwani,05,Rufiji,203,Chemchem,,1.62909307470,0.06987295948
06,Pwani,05,Rufiji,211,Ngarambe,,1.33120536097,0.09833615245
06,Pwani,05,Rufiji,221,Dimani,,0.98113423229,0.04427802865
06,Pwani,05,Rufiji,231,Mtawanya,,0.74072181281,0.01571901410
06,Pwani,05,Rufiji,241,Mjawa,,0.42405177389,0.00715973878
06,Pwani,05,Rufiji,251,Mlanzi,,0.41345699258,0.00554789660
06,Pwani,05,Rufiji,261,Mwambao,,0.79807838582,0.01808467430
06,Pwani,06,Mafia,011,Kanga,,0.38922462258,0.00660987175
06,Pwani,06,Mafia,021,Kirongwe,,0.92025097289,0.00884940200
06,Pwani,06,Mafia,031,Baleni,,0.47183742345,0.00565722353
06,Pwani,06,Mafia,081,Ndagoni,,0.71650005192,0.00751587752
06,Pwani,06,Mafia,043,Kilindoni,,0.42755488604,0.00404097142
06,Pwani,06,Mafia,051,Miburani,,0.52392844254,0.00730611922
06,Pwani,06,Mafia,061,Kiegeani,,0.35584502307,0.00557918833
06,Pwani,06,Mafia,071,Jibondo,,0.80803475128,0.00713509085
06,Pwani,07,Kibaha Urban,012,Pangani,,0.45441633543,0.00990581596
06,Pwani,07,Kibaha Urban,022,Mailimoja,,0.26137538668,0.00165969910
06,Pwani,07,Kibaha Urban,032,Tumbi,,0.24245665988,0.00234003020
06,Pwani,07,Kibaha Urban,042,Picha ya Ndege,,0.29626384346,0.00261771808
06,Pwani,07,Kibaha Urban,052,Mkuza,,0.23137919883,0.00175476922
06,Pwani,07,Kibaha Urban,062,Kibaha,,0.19614391440,0.00141280648
06,Pwani,07,Kibaha Urban,072,Msangani,,0.53008296499,0.01479125388
06,Pwani,07,Kibaha Urban,082,Kongowe,,0.61174301016,0.00755717126
06,Pwani,07,Kibaha Urban,092,Misugusugu,,0.55376271435,0.00621967711
06,Pwani,07,Kibaha Urban,102,Visiga,,0.36773217348,0.00499887153
06,Pwani,07,Kibaha Urban,112,Mbwawa,,0.39006523243,0.00442289832
07,Dar-es-salaam,01,Kinondoni,012,Magomeni,,0.05159258779,0.00008899877
07,Dar-es-salaam,01,Kinondoni,022,Makurumla,,0.05291175573,0.00012650576
07,Dar-es-salaam,01,Kinondoni,032,Ndugumbi,,0.05896581501,0.00010753993
07,Dar-es-salaam,01,Kinondoni,042,Tandale,,0.04637489626,0.00009483410
07,Dar-es-salaam,01,Kinondoni,052,Mwananyamala,,0.06578034904,0.00020280893
07,Dar-es-salaam,01,Kinondoni,062,Msasani,,0.21247738154,0.00090975118
07,Dar-es-salaam,01,Kinondoni,072,Kinondoni,,0.05190165465,0.00015532416
07,Dar-es-salaam,01,Kinondoni,082,Mzimuni,,0.04528347299,0.00009974605
07,Dar-es-salaam,01,Kinondoni,092,Kigogo,,0.08251745387,0.00015597567
07,Dar-es-salaam,01,Kinondoni,102,Mabibo,,0.09784607559,0.00032993926
07,Dar-es-salaam,01,Kinondoni,112,Manzese,,0.05822777199,0.00014994827
07,Dar-es-salaam,01,Kinondoni,122,Ubungo,,0.18680776465,0.00081770149
07,Dar-es-salaam,01,Kinondoni,132,Kibamba,,0.22961458312,0.00161598180
07,Dar-es-salaam,01,Kinondoni,142,Goba,,0.34762544903,0.00386336271
07,Dar-es-salaam,01,Kinondoni,152,Kawe,,0.19397208207,0.00126692213
07,Dar-es-salaam,01,Kinondoni,162,Kunduchi,,0.27980156484,0.00221401866
07,Dar-es-salaam,01,Kinondoni,172,Mbweni,,0.21441464307,0.00187634592
07,Dar-es-salaam,01,Kinondoni,182,Bunju,,0.33065063744,0.00281408388
07,Dar-es-salaam,01,Kinondoni,192,Makuburi,,0.12972771286,0.00062374484
07,Dar-es-salaam,01,Kinondoni,202,Mburahati,,0.05440962272,0.00009112615
07,Dar-es-salaam,01,Kinondoni,212,Makumbusho,,0.06531391964,0.00014219339
07,Dar-es-salaam,01,Kinondoni,222,Sinza,,0.08419024136,0.00027317508
07,Dar-es-salaam,01,Kinondoni,232,Kijitonyama,,0.08642925474,0.00032055947
07,Dar-es-salaam,01,Kinondoni,242,Kimara,,0.23243672051,0.00112582994
07,Dar-es-salaam,01,Kinondoni,252,Mikocheni,,0.10580078903,0.00061782531
07,Dar-es-salaam,01,Kinondoni,262,Mbezi,,0.40538208829,0.00476169952
07,Dar-es-salaam,01,Kinondoni,272,Hananasifu,,0.06478373709,0.00014940106
07,Dar-es-salaam,01,Kinondoni,282,Saranga,,0.30987038239,0.00211688139
07,Dar-es-salaam,01,Kinondoni,292,Kwembe,,0.40043994046,0.00494408087
07,Dar-es-salaam,01,Kinondoni,302,Msigani,,0.16216680392,0.00119736899
07,Dar-es-salaam,01,Kinondoni,312,Mbezi Juu,,0.12707746853,0.00072413116
07,Dar-es-salaam,01,Kinondoni,322,Makongo,,0.21840469204,0.00148704804
07,Dar-es-salaam,01,Kinondoni,332,Mabwepande,,0.39400021183,0.00425484236
07,Dar-es-salaam,01,Kinondoni,342,Wazo,,0.39906493868,0.00435711000
07,Dar-es-salaam,02,Ilala,012,Ukonga,,0.15017388444,0.00081069857
07,Dar-es-salaam,02,Ilala,022,Pugu,,0.30697312366,0.00252511894
07,Dar-es-salaam,02,Ilala,032,Msongola,,0.56846688251,0.00532178480
07,Dar-es-salaam,02,Ilala,042,Tabata,,0.10513139074,0.00036342656
07,Dar-es-salaam,02,Ilala,052,Kinyerezi,,0.25986089956,0.00174207421
07,Dar-es-salaam,02,Ilala,062,Ilala,,0.06388798799,0.00017395053
07,Dar-es-salaam,02,Ilala,072,Mchikichini,,0.05781415855,0.00013785422
07,Dar-es-salaam,02,Ilala,082,Vingunguti,,0.09787186334,0.00036697210
07,Dar-es-salaam,02,Ilala,092,Kipawa,,0.17168237660,0.00128017300
07,Dar-es-salaam,02,Ilala,102,Buguruni,,0.07063689820,0.00028246432
07,Dar-es-salaam,02,Ilala,112,Kariakoo,,0.02670132011,0.00003388068
07,Dar-es-salaam,02,Ilala,122,Jangwani,,0.03311877974,0.00005250488
07,Dar-es-salaam,02,Ilala,132,Gerezani,,0.04351294044,0.00006633930
07,Dar-es-salaam,02,Ilala,142,Kisutu,,0.02446346114,0.00003543226
07,Dar-es-salaam,02,Ilala,152,Mchafukoge,,0.04696768674,0.00006995225
07,Dar-es-salaam,02,Ilala,162,Upanga Mashariki,,0.05121716411,0.00011808122
07,Dar-es-salaam,02,Ilala,172,Upanga Magharibi,,0.06526311296,0.00015998192
07,Dar-es-salaam,02,Ilala,182,Kivukoni,,0.08259904836,0.00019528678
07,Dar-es-salaam,02,Ilala,192,Kiwalani,,0.08261581011,0.00035710950
07,Dar-es-salaam,02,Ilala,202,Segerea,,0.14224780663,0.00079041179
07,Dar-es-salaam,02,Ilala,212,Kitunda,,0.21505916101,0.00160751743
07,Dar-es-salaam,02,Ilala,222,Chanika,,0.45945298787,0.00481026315
07,Dar-es-salaam,02,Ilala,232,Kivule,,0.24150177851,0.00204451602
07,Dar-es-salaam,02,Ilala,242,Gongolamboto,,0.15469071811,0.00100969010
07,Dar-es-salaam,02,Ilala,252,Majohe,,0.44621215600,0.00474508696
07,Dar-es-salaam,02,Ilala,262,Kimanga,,0.16681087567,0.00076246473
07,Dar-es-salaam,03,Temeke,012,Kigamboni,,0.09123394270,0.00039519072
07,Dar-es-salaam,03,Temeke,022,Vijibweni,,0.15539127939,0.00098187868
07,Dar-es-salaam,03,Temeke,032,Kibada,,0.19170236777,0.00134713933
07,Dar-es-salaam,03,Temeke,042,Kisarawe II,,0.60742170396,0.01145865523
07,Dar-es-salaam,03,Temeke,052,Somangila,,0.52221205691,0.00870118614
07,Dar-es-salaam,03,Temeke,062,Kimbiji,,0.28293017372,0.00485604080
07,Dar-es-salaam,03,Temeke,072,Mbagala,,0.09305482601,0.00027293568
07,Dar-es-salaam,03,Temeke,082,Chamazi,,0.26954661046,0.00222122709
07,Dar-es-salaam,03,Temeke,092,Yombo Vituka,,0.10296330738,0.00045407369
07,Dar-es-salaam,03,Temeke,102,Charambe,,0.11067036248,0.00060186414
07,Dar-es-salaam,03,Temeke,112,Toangoma,,0.30530730356,0.00306845659
07,Dar-es-salaam,03,Temeke,122,Miburani,,0.08118409637,0.00031768972
07,Dar-es-salaam,03,Temeke,132,Temeke,,0.08488206957,0.00023902851
07,Dar-es-salaam,03,Temeke,142,Mtoni,,0.10741808625,0.00032285995
07,Dar-es-salaam,03,Temeke,152,Keko,,0.04670250776,0.00011907050
07,Dar-es-salaam,03,Temeke,162,Kurasini,,0.09973043946,0.00046101829
07,Dar-es-salaam,03,Temeke,172,Azimio,,0.07114871656,0.00019762376
07,Dar-es-salaam,03,Temeke,182,Tandika,,0.05124580022,0.00013941450
07,Dar-es-salaam,03,Temeke,192,Sandali,,0.07653244225,0.00022391257
07,Dar-es-salaam,03,Temeke,202,Chang'ombe,,0.07111352294,0.00028131720
07,Dar-es-salaam,03,Temeke,212,Mbagala Kuu,,0.13087064488,0.00053542391
07,Dar-es-salaam,03,Temeke,222,Makangarawe,,0.06661802997,0.00019428592
07,Dar-es-salaam,03,Temeke,232,Pemba Mnazi,,0.70382888768,0.01716540899
07,Dar-es-salaam,03,Temeke,242,Mjimwema,,0.23795943286,0.00191120643
07,Dar-es-salaam,03,Temeke,252,Tungi,,0.12445466036,0.00051105726
07,Dar-es-salaam,03,Temeke,262,Kijichi,,0.17875778894,0.00096406316
07,Dar-es-salaam,03,Temeke,272,Mianzini,,0.15812326701,0.00077250479
07,Dar-es-salaam,03,Temeke,282,Kiburugwa,,0.08492827848,0.00032029062
07,Dar-es-salaam,03,Temeke,292,Buza,,0.12560252428,0.00047071480
07,Dar-es-salaam,03,Temeke,302,Kilakala,,0.04607702930,0.00012497820
08,Lindi,01,Kilwa,011,Tingi,,0.40323456300,0.00854685789
08,Lindi,01,Kilwa,021,Miteja,,0.72724282680,0.01972622781
08,Lindi,01,Kilwa,031,Mingumbi,,0.78040900127,0.02123381951
08,Lindi,01,Kilwa,041,Kinjumbi,,1.36197014328,0.03902675806
08,Lindi,01,Kilwa,051,Chumo,,0.68584287038,0.02226603234
08,Lindi,01,Kilwa,061,Kipatimu,,0.90504403827,0.03042852691
08,Lindi,01,Kilwa,071,Kandawale,,1.07817960540,0.06387369811
08,Lindi,01,Kilwa,081,Njinjo,,0.92682713352,0.03403593135
08,Lindi,01,Kilwa,091,Mitole,,0.95755417050,0.03551760342
08,Lindi,01,Kilwa,101,Miguruwe,,1.72586085761,0.15122770477
08,Lindi,01,Kilwa,111,Likawage,,1.44669009820,0.13815557807
08,Lindi,01,Kilwa,121,Nanjirinji,,2.87290757672,0.30747076444
08,Lindi,01,Kilwa,131,Kirnjernje,,1.27705810620,0.05632169171
08,Lindi,01,Kilwa,141,Mandawa,,1.92095691231,0.13158598015
08,Lindi,01,Kilwa,151,Lihimalyao,,1.16964332446,0.02966449991
08,Lindi,01,Kilwa,161,Pande,,1.19543174395,0.01658694702
08,Lindi,01,Kilwa,171,Kikole,,1.13717500569,0.06635753954
08,Lindi,01,Kilwa,183,Kivinjesingino,,0.96886013983,0.03318546565
08,Lindi,01,Kilwa,191,Songosongo,,0.20197065947,0.00070332064
08,Lindi,01,Kilwa,202,Masoko,,1.14245488538,0.01642204805
08,Lindi,01,Kilwa,211,Kibata,,0.57575158690,0.01145597632
08,Lindi,02,Lindi Rural,011,Mipingo,,1.34279301126,0.06608474489
08,Lindi,02,Lindi Rural,021,Kitomanga,,0.64176813818,0.01463314264
08,Lindi,02,Lindi Rural,031,Mchinga,,0.59141437146,0.01125832347
08,Lindi,02,Lindi Rural,041,Kilolambwani,,0.82474449916,0.02397051827
08,Lindi,02,Lindi Rural,051,Kilangala,,0.51291166481,0.01405178354
08,Lindi,02,Lindi Rural,063,Kiwalala,,0.90029858017,0.03441742523
08,Lindi,02,Lindi Rural,071,Navanga,,0.71719924545,0.01573435306
08,Lindi,02,Lindi Rural,081,Mnolela,,0.78324788578,0.01974284430
08,Lindi,02,Lindi Rural,091,Sudi,,0.55254496299,0.01098058145
08,Lindi,02,Lindi Rural,101,Nachunyu,,0.39757010894,0.00779860400
08,Lindi,02,Lindi Rural,113,Mtama,,0.23812661975,0.00300665241
08,Lindi,02,Lindi Rural,123,Nyangao,,0.48914013919,0.00686017980
08,Lindi,02,Lindi Rural,131,Namupa,,0.97781357584,0.03596913648
08,Lindi,02,Lindi Rural,141,Nyengedi,,0.22215203905,0.00286038587
08,Lindi,02,Lindi Rural,151,Mtua,,0.20197508703,0.00159965625
08,Lindi,02,Lindi Rural,161,Nahukahuka,,0.49203463401,0.01184069117
08,Lindi,02,Lindi Rural,171,Nyangamara,,0.55333341989,0.01762908489
08,Lindi,02,Lindi Rural,181,Mandwanga,,0.63980771225,0.01757615696
08,Lindi,02,Lindi Rural,191,Mnara,,0.93750500713,0.03412831176
08,Lindi,02,Lindi Rural,201,Chiponda,,0.56294133463,0.02110884227
08,Lindi,02,Lindi Rural,211,Pangatena,,0.39819422910,0.00942670975
08,Lindi,02,Lindi Rural,221,Longa,,0.43140833757,0.00454255042
08,Lindi,02,Lindi Rural,231,Rutamba,,0.64217065222,0.01499893132
08,Lindi,02,Lindi Rural,241,Milola,,0.74640981279,0.02727157491
08,Lindi,02,Lindi Rural,251,Kiwawa,,0.52308791898,0.01653434373
08,Lindi,02,Lindi Rural,261,Mtumbya,,0.41311361366,0.01028774158
08,Lindi,02,Lindi Rural,271,Matimba,,0.42267561193,0.00852714676
08,Lindi,02,Lindi Rural,281,Nangaru,,0.51546005269,0.01700105993
08,Lindi,02,Lindi Rural,293,Majengo,,0.42033374396,0.00661061226
08,Lindi,02,Lindi Rural,301,Namangale,,0.36380643744,0.00629784869
08,Lindi,03,Nachingwea,012,Nambambo,,0.10995730413,0.00055676104
08,Lindi,03,Nachingwea,023,Kilimanihewa,,0.26256336805,0.00292313407
08,Lindi,03,Nachingwea,031,Ruponda,,0.37325950791,0.00845359210
08,Lindi,03,Nachingwea,041,Minero Miembeni,,0.51975685569,0.01487844021
08,Lindi,03,Nachingwea,051,Namapwia,,0.61554067902,0.01865388543
08,Lindi,03,Nachingwea,061,Kipara Mnero,,0.46213370928,0.00926189920
08,Lindi,03,Nachingwea,071,Lionja,,0.72817536788,0.02730082678
08,Lindi,03,Nachingwea,081,Namikango,,0.27328748407,0.00327058851
08,Lindi,03,Nachingwea,091,Nditi,,0.45695278359,0.01051324607
08,Lindi,03,Nachingwea,101,Kilima Rondo,,1.04301165801,0.04622353458
08,Lindi,03,Nachingwea,111,Mbondo,,1.50138065096,0.09313826845
08,Lindi,03,Nachingwea,121,Kiegei,,1.22428444280,0.05495395720
08,Lindi,03,Nachingwea,131,Mkoka,,0.57801566097,0.01640792680
08,Lindi,03,Nachingwea,141,Chiola,,0.32822444218,0.00551813730
08,Lindi,03,Nachingwea,151,Mpiruka,,0.31727930103,0.00607154451
08,Lindi,03,Nachingwea,161,Nangowe,,0.43341443892,0.00676480251
08,Lindi,03,Nachingwea,171,Mkotokuyana,,0.43288674648,0.00752572598
08,Lindi,03,Nachingwea,183,Naipanga,,0.41629573255,0.00714478259
08,Lindi,03,Nachingwea,191,Stesheni,,0.43031464202,0.00910947323
08,Lindi,03,Nachingwea,201,Naipingo,,0.82567924062,0.02396733566
08,Lindi,03,Nachingwea,211,Mtua,,1.24151888235,0.05907631072
08,Lindi,03,Nachingwea,221,Minerongongo,,0.31544569169,0.00505011562
08,Lindi,03,Nachingwea,231,Matekwe,,1.10928541833,0.03965654370
08,Lindi,03,Nachingwea,241,Marambo,,0.51243661250,0.00932876683
08,Lindi,03,Nachingwea,251,Namatula,,0.19281550385,0.00224562511
08,Lindi,03,Nachingwea,261,Ndomoni,,0.36990690108,0.00520249901
08,Lindi,04,Liwale,013,Liwale Mjini,,0.48800986518,0.00751787029
08,Lindi,04,Liwale,021,Mihumo,,1.00797761635,0.03309664508
08,Lindi,04,Liwale,031,Ngongowele,,1.80709298128,0.09452288626
08,Lindi,04,Liwale,041,Mlembwe,,1.71934990036,0.15438093310
08,Lindi,04,Liwale,051,Makata,,0.88259225577,0.04197261778
08,Lindi,04,Liwale,061,Barikiwa,,2.01810151638,0.14348858489
08,Lindi,04,Liwale,071,Mkutano,,4.17997850352,0.92369216894
08,Lindi,04,Liwale,081,Mbaya,,0.74078438754,0.02677219921
08,Lindi,04,Liwale,091,Kimambi,,4.48369824885,0.62265657279
08,Lindi,04,Liwale,101,Kiangara,,1.04495099510,0.06072776339
08,Lindi,04,Liwale,111,Kibutuka,,1.14380044556,0.04334583289
08,Lindi,04,Liwale,121,Nangano,,1.04775984127,0.03783710828
08,Lindi,04,Liwale,131,Mpigamiti,,2.10632227430,0.23932596110
08,Lindi,04,Liwale,141,Mirui,,1.28669203565,0.05801008078
08,Lindi,04,Liwale,151,Liwale 'B',,0.93150620659,0.04694049103
08,Lindi,04,Liwale,161,Mangirikiti,,0.64206891031,0.02318889683
08,Lindi,04,Liwale,173,Nangando,,0.25849503895,0.00345885642
08,Lindi,04,Liwale,183,Likongowele,,0.19627710212,0.00169511891
08,Lindi,04,Liwale,191,Kichonda,,0.51192380949,0.00979316008
08,Lindi,04,Liwale,201,Lilombe,,2.84544149020,0.25183823683
08,Lindi,05,Ruangwa,013,Ruangwa,,0.37437239225,0.00423331990
08,Lindi,05,Ruangwa,023,Mbekenyera,,0.44462291595,0.00892300161
08,Lindi,05,Ruangwa,033,Nkowe,,0.26959266115,0.00337307385
08,Lindi,05,Ruangwa,041,Malolo,,0.60473290272,0.01288426666
08,Lindi,05,Ruangwa,051,Luchelegwa,,0.46327041482,0.00800974170
08,Lindi,05,Ruangwa,061,Chienjele,,0.45205123275,0.00938691663
08,Lindi,05,Ruangwa,071,Namichiga,,0.31765358038,0.00360627524
08,Lindi,05,Ruangwa,081,Narung'ombe,,0.77690615324,0.02012097142
08,Lindi,05,Ruangwa,091,Makanjiro,,0.37957828126,0.00458599462
08,Lindi,05,Ruangwa,101,Likunja,,0.40195710734,0.00793994243
08,Lindi,05,Ruangwa,111,Mnacho,,0.51531012354,0.01143647544
08,Lindi,05,Ruangwa,121,Mandawa,,0.55054918387,0.01696617107
08,Lindi,05,Ruangwa,131,Nambilanje,,0.84999271268,0.03376870513
08,Lindi,05,Ruangwa,141,Chunyu,,0.40303757998,0.00656793929
08,Lindi,05,Ruangwa,151,Mandarawe,,0.47261852685,0.01166903829
08,Lindi,05,Ruangwa,163,Nachingwea,,0.19991874239,0.00171463242
08,Lindi,05,Ruangwa,171,Matambarale,,0.55356112312,0.01153850392
08,Lindi,05,Ruangwa,181,Chibula,,0.62374638368,0.01464572589
08,Lindi,05,Ruangwa,191,Nandagala,,0.32311478320,0.00355943283
08,Lindi,05,Ruangwa,201,Nanganga,,0.41918647681,0.00713549540
08,Lindi,05,Ruangwa,211,Chinongwe,,0.36133547387,0.00540489610
08,Lindi,06,Lindi Urban,012,Ndoro,,0.01600497067,0.00000828873
08,Lindi,06,Lindi Urban,022,Makonde,,0.01481477916,0.00001267519
08,Lindi,06,Lindi Urban,032,Mikumbi,,0.02212202527,0.00002493714
08,Lindi,06,Lindi Urban,042,Mitandi,,0.01604143230,0.00001373460
08,Lindi,06,Lindi Urban,052,Rahaleo,,0.03777216556,0.00004684275
08,Lindi,06,Lindi Urban,062,Mwenge,,0.04574419537,0.00010032127
08,Lindi,06,Lindi Urban,072,Matopeni,,0.04555945150,0.00008424377
08,Lindi,06,Lindi Urban,082,Wailes,,0.04868686436,0.00007594157
08,Lindi,06,Lindi Urban,092,Nachingwea,,0.04310763290,0.00007027581
08,Lindi,06,Lindi Urban,102,Rasbura,,0.36743618653,0.00529653192
08,Lindi,06,Lindi Urban,112,Mtanda,,0.31683577132,0.00285178624
08,Lindi,06,Lindi Urban,122,Jamhuri,,0.73617093697,0.00537147641
08,Lindi,06,Lindi Urban,132,Msinjahili,,0.49619060544,0.01033015848
08,Lindi,06,Lindi Urban,142,Mingoyo,,0.38836994607,0.00762553230
08,Lindi,06,Lindi Urban,152,Ng'apa,,0.39630080069,0.00755457609
08,Lindi,06,Lindi Urban,162,Tandangongoro,,0.61604599551,0.01361043639
08,Lindi,06,Lindi Urban,172,Chikonji,,0.73455364673,0.01708394354
08,Lindi,06,Lindi Urban,182,Mbanja,,0.68044605239,0.01755320836
09,Mtwara,01,Mtwara Rural,013,Madimba,Ziwani,0.74380760187,0.01452904728
09,Mtwara,01,Mtwara Rural,021,Ziwani,Ziwani,0.57169999095,0.00982628695
09,Mtwara,01,Mtwara Rural,031,Nanguruwe,Ziwani,0.42665838134,0.00841737692
09,Mtwara,01,Mtwara Rural,041,Mahurunga,Kitaya,0.65589959293,0.01227405760
09,Mtwara,01,Mtwara Rural,051,Kitaya,Kitaya,0.88449573105,0.01616437846
09,Mtwara,01,Mtwara Rural,061,Kiromba,Kitaya,0.44264812007,0.00693904008
09,Mtwara,01,Mtwara Rural,071,Njengwa,Nanyamba,0.58783438080,0.01638262739
09,Mtwara,01,Mtwara Rural,081,Nitekela,Nanyamba,0.47808201129,0.01111244502
09,Mtwara,01,Mtwara Rural,093,Nanyamba,Nanyamba,0.34259831579,0.00434598689
09,Mtwara,01,Mtwara Rural,101,Mtiniko,Nanyamba,0.48660968208,0.01382068304
09,Mtwara,01,Mtwara Rural,111,Dihimba,Dihimba,0.73172603007,0.02293682439
09,Mtwara,01,Mtwara Rural,121,Mnima,Dihimba,0.76100826011,0.02321467515
09,Mtwara,01,Mtwara Rural,131,Kitere,Mpapura,0.52056083771,0.01412746089
09,Mtwara,01,Mtwara Rural,141,Ndumbwe,Mpapura,0.37884303999,0.00639044496
09,Mtwara,01,Mtwara Rural,151,Mayanga,Mayanga,0.66183510751,0.01530838473
09,Mtwara,01,Mtwara Rural,161,Naumbu,Mayanga,0.53579097878,0.01057003296
09,Mtwara,01,Mtwara Rural,171,Chawi,Kitaya,0.54576790739,0.01730379952
09,Mtwara,01,Mtwara Rural,181,Namtumbuka,Nanyamba,0.46419418986,0.01158271885
09,Mtwara,01,Mtwara Rural,191,Libobe,Mpapura,0.37971424020,0.00530641755
09,Mtwara,01,Mtwara Rural,201,Mpapura,Mpapura,0.34259022525,0.00633870847
09,Mtwara,01,Mtwara Rural,211,Muungano,Dihimba,0.37221650448,0.00581335995
09,Mtwara,01,Mtwara Rural,221,Mbawala,Ziwani,0.52540703970,0.01284900498
