id,stationName,latitude,longitude,Neighbourhood,Borough
276,Duane St & Greenwich St,40.71748752,-74.0104554,MN24,Manhattan
303,Mercer St & Spring St,40.72362738,-73.99949601,MN24,Manhattan
309,Murray St & West St,40.7149787,-74.013012,MN24,Manhattan
320,Leonard St & Church St,40.717571,-74.005549,MN24,Manhattan
328,Watts St & Greenwich St,40.72405549,-74.00965965,MN24,Manhattan
329,Greenwich St & N Moore St,40.72043411,-74.01020609,MN24,Manhattan
330,Reade St & Broadway,40.71450451,-74.00562789,MN24,Manhattan
347,Greenwich St & W Houston St,40.728846,-74.008591,MN24,Manhattan
348,W Broadway & Spring St,40.72490985,-74.00154702,MN24,Manhattan
377,6 Ave & Canal St,40.72243797,-74.00566443,MN24,Manhattan
386,Centre St & Worth St,40.71494807,-74.00234482,MN24,Manhattan
387,Centre St & Chambers St,40.71273266,-74.0046073,MN24,Manhattan
417,Barclay St & Church St,40.71291224,-74.01020234,MN24,Manhattan
2004,6 Ave & Broome St,40.724399,-74.004704,MN24,Manhattan
2010,Grand St & Greene St,40.72165481,-74.00234737,MN24,Manhattan
195,Liberty St & Broadway,40.70905623,-74.01043382,MN25,Manhattan
224,Spruce St & Nassau St,40.71146364,-74.00552427,MN25,Manhattan
259,South St & Whitehall St,40.70122128,-74.01234218,MN25,Manhattan
260,Broad St & Bridge St,40.70365182,-74.01167797,MN25,Manhattan
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,MN25,Manhattan
279,Peck Slip & Front St,40.707873,-74.00167,MN25,Manhattan
304,Broadway & Battery Pl,40.70463334,-74.01361706,MN25,Manhattan
306,Cliff St & Fulton St,40.70823502,-74.00530063,MN25,Manhattan
315,South St & Gouverneur Ln,40.70355377,-74.00670227,MN25,Manhattan
316,Fulton St & William St,40.70955958,-74.00653609,MN25,Manhattan
319,Fulton St & Broadway,40.711066,-74.009447,MN25,Manhattan
327,Vesey Pl & River Terrace,40.7153379,-74.01658354,MN25,Manhattan
337,Old Slip & Front St,40.7037992,-74.00838676,MN25,Manhattan
351,Front St & Maiden Ln,40.70530954,-74.00612572,MN25,Manhattan
360,William St & Pine St,40.70717936,-74.00887308,MN25,Manhattan
363,West Thames St,40.70834698,-74.01713445,MN25,Manhattan
376,John St & William St,40.70862144,-74.00722156,MN25,Manhattan
415,Pearl St & Hanover Square,40.7047177,-74.00926027,MN25,Manhattan
426,West St & Chambers St,40.71754834,-74.01322069,MN25,Manhattan
427,Bus Slip & State St,40.701907,-74.013942,MN25,Manhattan
534,Water - Whitehall Plaza,40.70255065,-74.0127234,MN25,Manhattan
2008,Little West St & 1 Pl,40.70569254,-74.01677685,MN25,Manhattan
3002,South End Ave & Liberty St,40.711512,-74.015756,MN25,Manhattan
82,St James Pl & Pearl St,40.71117416,-74.00016545,MN27,Manhattan
265,Stanton St & Chrystie St,40.72229346,-73.99147535,MN27,Manhattan
295,Pike St & E Broadway,40.71406667,-73.99293911,MN27,Manhattan
296,Division St & Bowery,40.71413089,-73.9970468,MN27,Manhattan
308,St James Pl & Oliver St,40.71307916,-73.99851193,MN27,Manhattan
311,Norfolk St & Broome St,40.7172274,-73.98802084,MN27,Manhattan
312,Allen St & E Houston St,40.722055,-73.989111,MN27,Manhattan
355,Bayard St & Baxter St,40.71602118,-73.99974372,MN27,Manhattan
361,Allen St & Hester St,40.71605866,-73.99190759,MN27,Manhattan
401,Allen St & Rivington St,40.72019576,-73.98997825,MN27,Manhattan
408,Market St & Cherry St,40.71076228,-73.99400398,MN27,Manhattan
410,Suffolk St & Stanton St,40.72066442,-73.98517977,MN27,Manhattan
412,Forsyth St & Canal St,40.7158155,-73.99422366,MN27,Manhattan
473,Rivington St & Chrystie St,40.72110063,-73.9919254,MN27,Manhattan
531,Forsyth St & Broome St,40.71893904,-73.99266288,MN27,Manhattan
2009,Catherine St & Monroe St,40.71117444,-73.99682619,MN27,Manhattan
150,E 2 St & Avenue C,40.7208736,-73.98085795,MN28,Manhattan
266,Avenue D & E 8 St,40.72368361,-73.97574813,MN28,Manhattan
291,Madison St & Montgomery St,40.713126,-73.984844,MN28,Manhattan
302,Avenue D & E 3 St,40.72082834,-73.97793172,MN28,Manhattan
307,Canal St & Rutgers St,40.71427487,-73.98990025,MN28,Manhattan
331,Pike St & Monroe St,40.71173107,-73.99193043,MN28,Manhattan
332,Cherry St,40.71219906,-73.97948148,MN28,Manhattan
339,Avenue D & E 12 St,40.72580614,-73.97422494,MN28,Manhattan
340,Madison St & Clinton St,40.71269042,-73.98776323,MN28,Manhattan
341,Stanton St & Mangin St,40.71782143,-73.97628939,MN28,Manhattan
342,Columbia St & Rivington St,40.71739973,-73.98016555,MN28,Manhattan
349,Rivington St & Ridge St,40.71850211,-73.98329859,MN28,Manhattan
350,Clinton St & Grand St,40.71559509,-73.9870295,MN28,Manhattan
356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,MN28,Manhattan
393,E 5 St & Avenue C,40.72299208,-73.97995466,MN28,Manhattan
394,E 9 St & Avenue C,40.72521311,-73.97768752,MN28,Manhattan
400,Pitt St & Stanton St,40.71926081,-73.98178024,MN28,Manhattan
411,E 6 St & Avenue D,40.72228087,-73.97668709,MN28,Manhattan
502,Henry St & Grand St,40.714215,-73.981346,MN28,Manhattan
2022,E 60 St & York Ave,40.759107,-73.959223,MN31,Manhattan
3131,Coming soon: E 63 St & York Ave ,40.76120833,-73.95748565,MN31,Manhattan
3134,3 Ave & E 62 St,40.76312584,-73.96526895,MN31,Manhattan
3135,E 75 St & 3 Ave,40.77112927,-73.95772297,MN31,Manhattan
3140,1 Ave & E 78 St,40.77140426,-73.9535166,MN31,Manhattan
3141,1 Ave & E 68 St,40.76500525,-73.95818491,MN31,Manhattan
3142,1 Ave & E 62 St,40.7612274,-73.96094022,MN31,Manhattan
3152,Coming soon: 3 Ave & E 71 St,40.76873687,-73.96119945,MN31,Manhattan
3153,Coming soon: E 71 St & 2 Ave,40.76817547,-73.95910263,MN31,Manhattan
3156,E 72 St & York Ave,40.76663814,-73.95348296,MN31,Manhattan
3147,E 85 St & 3 Ave,40.77801203,-73.95407149,MN32,Manhattan
3148,E 84 St & 1 Ave,40.77565541,-73.95068615,MN32,Manhattan
3149,E 82 St & 2 Ave,40.77517793,-73.95324922,MN32,Manhattan
3150,E 85 St & York Ave,40.77536905,-73.94803392,MN32,Manhattan
3151,E 81 St & York Ave,40.7728384,-73.94989233,MN32,Manhattan
3157,East End Ave & E 86 St,40.77518615,-73.94446054,MN32,Manhattan
3132,E 59 St & Madison Ave,40.76350532,-73.97109243,MN40,Manhattan
3138,Coming soon: E 77 St & Park Ave ,40.77440546,-73.96175265,MN40,Manhattan
3139,E 72 St & Park Ave,40.77122923,-73.96432627,MN40,Manhattan
3144,E 81 St & Park Ave,40.77677702,-73.9590097,MN40,Manhattan
3145,E 84 St & Park Ave,40.77862688,-73.95772073,MN40,Manhattan
3146,E 81 St & 3 Ave,40.77573034,-73.9567526,MN40,Manhattan
3154,E 77 St & 3 Ave,40.77314236,-73.95856158,MN40,Manhattan
3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,MN40,Manhattan
3231,E 67 St & Park Ave,40.7678008,-73.96592081,MN40,Manhattan
487,E 20 St & FDR Drive,40.73314259,-73.97573881,MN50,Manhattan
504,1 Ave & E 15 St,40.73221853,-73.98165557,MN50,Manhattan
511,E 14 St & Avenue B,40.72938685,-73.97772429,MN50,Manhattan
545,E 23 St & 1 Ave,40.736502,-73.97809472,MN50,Manhattan
2003,1 Ave & E 18 St,40.73381219,-73.98054421,MN50,Manhattan
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,MN99,Manhattan
3136,5 Ave & E 63 St,40.76650452,-73.97147595,MN99,Manhattan
3137,5 Ave & E 73 St,40.77282817,-73.96685276,MN99,Manhattan
3143,5 Ave & E 78 St,40.77682863,-73.96388769,MN99,Manhattan
3160,Central Park West & W 76 St,40.77896784,-73.97374737,MN99,Manhattan
3163,Central Park West & W 68 St,40.7734066,-73.97782542,MN99,Manhattan
3165,Central Park West & W 72 St,40.77579377,-73.97620574,MN99,Manhattan
3168,Central Park West & W 85 St,40.78472675,-73.96961715,MN99,Manhattan
3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,QN31,Queens
3120,Center Blvd__& Borden Ave,40.74161,-73.96044,QN31,Queens
3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,QN31,Queens
3122,48 Ave & 5 St,40.74436329,-73.95587325,QN31,Queens
3123,31 St & Thomson Ave,40.74469738,-73.93540375,QN31,Queens
3124,46 Ave & 5 St,40.74731,-73.95451,QN31,Queens
3125,45 Rd & 11 St,40.74708586,-73.94977234,QN31,Queens
3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,QN31,Queens
3127,9 St & 44 Rd,40.74966,-73.9521,QN31,Queens
3128,21 St & 43 Ave,40.75052534,-73.94594845,QN31,Queens
3221,47 Ave & 31 St,40.743,-73.93561,QN31,Queens
3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,QN68,Queens
3237,21 St & 41 Ave,40.75383343,-73.94267678,QN68,Queens
3188,NJCU,40.7101087,-74.0858489,A,Jersey City
3216,Columbia Park,40.6970299,-74.0969366,A,Jersey City
3217,Bayside Park,40.69865054,-74.08207968,A,Jersey City
3189,West Side Light Rail,40.714402,-74.0887723,B,Jersey City
3191,Union St,40.7182113,-74.0836394,B,Jersey City
3193,Lincoln Park,40.7244188,-74.0780383,B,Jersey City
3194,McGinley Square,40.7256033,-74.06763,C,Jersey City
3195,Sip Ave,40.7309459,-74.0638906,C,Jersey City
3201,Dey St,40.737711,-74.066921,C,Jersey City
3206,Hilltop,40.7311689,-74.0575736,C,Jersey City
3207,Oakland Ave,40.7376037,-74.0524783,C,Jersey City
3210,Pershing Field,40.74267714,-74.05178863,C,Jersey City
3212,Christ Hospital,40.73478582,-74.05044364,C,Jersey City
3220,5 Corners Library,40.73496102,-74.05950308,C,Jersey City
3196,Riverview Park,40.7443187,-74.0439909,D,Jersey City
3197,North St,40.752559,-74.044725,D,Jersey City
3198,Heights Elevator,40.7485362,-74.0403131,D,Jersey City
3215,Central Ave,40.7467299,-74.0492509,D,Jersey City
3183,Exchange Place,40.7162469,-74.0334588,E,Jersey City
3184,Paulus Hook,40.7141454,-74.0335519,E,Jersey City
3185,City Hall,40.7177325,-74.043845,E,Jersey City
3186,Grove St PATH,40.7192789,-74.0424515,E,Jersey City
3187,Warren St,40.7211236,-74.03805095,E,Jersey City
3199,Newport Pkwy,40.7287448,-74.0321082,E,Jersey City
3202,Newport PATH,40.7272235,-74.0337589,E,Jersey City
3203,Hamilton Park,40.72759597,-74.04424731,E,Jersey City
3209,Brunswick St,40.7241765,-74.0506564,E,Jersey City
3211,Newark Ave,40.72152515,-74.04630454,E,Jersey City
3213,Van Vorst Park,40.71848892,-74.04772663,E,Jersey City
3214,Essex Light Rail,40.7127742,-74.0364857,E,Jersey City
3190,Garfield Ave Light Rail,40.7108044,-74.0714882,F,Jersey City
3192,Liberty Light Rail,40.7112423,-74.0557013,F,Jersey City
3200,MLK Light Rail,40.7111305,-74.0788855,F,Jersey City
3205,JC Medical Center,40.7165271,-74.049425,F,Jersey City
3225,Baldwin at Montgomery,40.7236589,-74.0641943,F,Jersey City
